URN,SEN FLU APPLICABLE,ICB Shortname
145996,Mainstream,MSE ICB
141355,Mainstream,MSE ICB
145988,Mainstream,MSE ICB
143784,Mainstream,MSE ICB
137381,Mainstream,MSE ICB
137790,Mainstream,MSE ICB
135778,SEN,MSE ICB
115000,Mainstream,MSE ICB
140744,Mainstream,MSE ICB
114884,Mainstream,MSE ICB
114801,Mainstream,MSE ICB
142612,SEN,MSE ICB
139543,Mainstream,MSE ICB
145407,Mainstream,MSE ICB
151675,Mainstream,MSE ICB
143204,Mainstream,MSE ICB
144645,Mainstream,MSE ICB
146106,Mainstream,MSE ICB
135903,Mainstream,MSE ICB
140747,Mainstream,MSE ICB
147444,Mainstream,MSE ICB
137054,Mainstream,MSE ICB
143127,Mainstream,MSE ICB
142935,Mainstream,MSE ICB
137877,Mainstream,MSE ICB
139763,Mainstream,MSE ICB
144955,Mainstream,MSE ICB
137029,Mainstream,MSE ICB
115039,Mainstream,MSE ICB
114946,Mainstream,MSE ICB
144956,SEN,MSE ICB
134065,Mainstream,MSE ICB
115067,Mainstream,MSE ICB
146898,Mainstream,MSE ICB
145523,Mainstream,MSE ICB
150248,Mainstream,MSE ICB
115156,Mainstream,MSE ICB
115388,Mainstream,MSE ICB
140844,Mainstream,MSE ICB
115389,Mainstream,MSE ICB
115194,Mainstream,MSE ICB
115198,Mainstream,MSE ICB
115068,Mainstream,MSE ICB
115307,Mainstream,MSE ICB
136977,Mainstream,MSE ICB
115112,Mainstream,MSE ICB
115238,Mainstream,MSE ICB
115137,Mainstream,MSE ICB
115399,Mainstream,MSE ICB
115183,Mainstream,MSE ICB
145994,Mainstream,MSE ICB
115201,Mainstream,MSE ICB
115264,Mainstream,MSE ICB
140180,Mainstream,MSE ICB
149066,Mainstream,MSE ICB
143453,Mainstream,MSE ICB
115071,Mainstream,MSE ICB
115416,Mainstream,MSE ICB
136875,Mainstream,MSE ICB
147878,Mainstream,MSE ICB
115159,Mainstream,MSE ICB
115197,Mainstream,MSE ICB
115157,Mainstream,MSE ICB
149617,Mainstream,MSE ICB
147413,Mainstream,MSE ICB
147282,Mainstream,MSE ICB
151511,Mainstream,MSE ICB
115164,Mainstream,MSE ICB
115108,Mainstream,MSE ICB
115070,Mainstream,MSE ICB
147404,Mainstream,MSE ICB
145997,Mainstream,MSE ICB
139917,Mainstream,MSE ICB
115179,Mainstream,MSE ICB
141656,Mainstream,MSE ICB
145725,Mainstream,MSE ICB
137544,Mainstream,MSE ICB
115120,Mainstream,MSE ICB
114910,Mainstream,MSE ICB
139179,Mainstream,MSE ICB
114698,Mainstream,MSE ICB
135837,SEN,MSE ICB
142813,Mainstream,MSE ICB
115166,Mainstream,MSE ICB
136579,Mainstream,MSE ICB
135895,Mainstream,MSE ICB
135897,Mainstream,MSE ICB
145916,Mainstream,MSE ICB
144378,SEN,MSE ICB
136861,Mainstream,MSE ICB
115204,Mainstream,MSE ICB
137874,Mainstream,MSE ICB
139181,Mainstream,MSE ICB
115289,Mainstream,MSE ICB
140308,Mainstream,MSE ICB
143639,Mainstream,MSE ICB
115464,SEN,MSE ICB
141841,Mainstream,MSE ICB
149335,SEN,MSE ICB
136729,Mainstream,MSE ICB
138865,Mainstream,MSE ICB
136868,Mainstream,MSE ICB
136577,Mainstream,MSE ICB
143128,Mainstream,MSE ICB
138219,SEN,MSE ICB
139248,Mainstream,MSE ICB
137246,Mainstream,MSE ICB
137240,Mainstream,MSE ICB
150846,SEN,MSE ICB
139534,Mainstream,MSE ICB
137607,Mainstream,MSE ICB
137744,Mainstream,MSE ICB
143206,Mainstream,MSE ICB
134398,SEN,MSE ICB
137554,SEN,MSE ICB
141626,Mainstream,MSE ICB
114925,Mainstream,MSE ICB
147403,Mainstream,MSE ICB
114805,Mainstream,MSE ICB
115200,Mainstream,MSE ICB
115428,Mainstream,MSE ICB
130681,Mainstream,MSE ICB
114811,Mainstream,MSE ICB
115042,Mainstream,MSE ICB
141715,Mainstream,MSE ICB
114933,Mainstream,MSE ICB
114921,Mainstream,MSE ICB
137405,Mainstream,MSE ICB
115027,Mainstream,MSE ICB
137030,Mainstream,MSE ICB
115110,Mainstream,MSE ICB
114988,Mainstream,MSE ICB
115111,Mainstream,MSE ICB
143126,Mainstream,MSE ICB
114813,Mainstream,MSE ICB
115391,Mainstream,MSE ICB
136605,Mainstream,MSE ICB
149253,Mainstream,MSE ICB
115041,Mainstream,MSE ICB
142000,Mainstream,MSE ICB
139871,Mainstream,MSE ICB
114699,Mainstream,MSE ICB
149597,SEN,MSE ICB
141625,Mainstream,MSE ICB
151510,Mainstream,MSE ICB
141214,Mainstream,MSE ICB
115420,Mainstream,MSE ICB
133628,Mainstream,MSE ICB
140447,Mainstream,MSE ICB
150975,Mainstream,MSE ICB
151221,Mainstream,MSE ICB
151222,Mainstream,MSE ICB
145349,Mainstream,MSE ICB
115403,Mainstream,MSE ICB
150392,Mainstream,MSE ICB
149301,Mainstream,MSE ICB
138174,Mainstream,MSE ICB
143337,Mainstream,MSE ICB
143966,Mainstream,MSE ICB
143339,Mainstream,MSE ICB
144877,Mainstream,MSE ICB
147185,Mainstream,MSE ICB
114719,Mainstream,MSE ICB
114718,Mainstream,MSE ICB
141741,Mainstream,MSE ICB
149112,SEN,MSE ICB
140536,Mainstream,MSE ICB
114720,Mainstream,MSE ICB
134860,Mainstream,MSE ICB
148825,Mainstream,MSE ICB
134940,SEN,MSE ICB
114841,Mainstream,MSE ICB
143334,Mainstream,MSE ICB
143338,Mainstream,MSE ICB
143340,Mainstream,MSE ICB
143335,Mainstream,MSE ICB
150361,Mainstream,MSE ICB
143333,Mainstream,MSE ICB
144692,SEN,MSE ICB
144693,SEN,MSE ICB
114774,Mainstream,MSE ICB
115313,Mainstream,MSE ICB
144987,Mainstream,MSE ICB
142683,Mainstream,MSE ICB
140672,Mainstream,MSE ICB
144878,Mainstream,MSE ICB
145678,Mainstream,MSE ICB
115408,Mainstream,MSE ICB
137733,Mainstream,MSE ICB
130672,Mainstream,MSE ICB
143144,Mainstream,MSE ICB
136443,Mainstream,MSE ICB
136444,Mainstream,MSE ICB
139903,SEN,MSE ICB
137312,Mainstream,MSE ICB
146016,Mainstream,MSE ICB
146015,Mainstream,MSE ICB
115145,Mainstream,MSE ICB
144691,SEN,MSE ICB
137310,Mainstream,MSE ICB
115401,Mainstream,MSE ICB
142940,SEN,MSE ICB
144694,Mainstream,MSE ICB
137284,Mainstream,MSE ICB
138044,SEN,MSE ICB
145010,Mainstream,MSE ICB
115402,Mainstream,MSE ICB
143336,Mainstream,MSE ICB
142938,SEN,MSE ICB
114780,Mainstream,MSE ICB
142753,Mainstream,MSE ICB
136272,Mainstream,MSE ICB
136490,Mainstream,MSE ICB
139605,Mainstream,MSE ICB
143378,Mainstream,MSE ICB
146818,Mainstream,MSE ICB
138736,SEN,MSE ICB
139105,Mainstream,MSE ICB
139382,Mainstream,MSE ICB
148209,Mainstream,MSE ICB
144603,Mainstream,MSE ICB
143149,Mainstream,MSE ICB
141897,Mainstream,MSE ICB
139104,Mainstream,MSE ICB
138065,Mainstream,MSE ICB
140720,Mainstream,MSE ICB
139613,Mainstream,MSE ICB
115239,Mainstream,MSE ICB
137549,Mainstream,MSE ICB
147537,Mainstream,MSE ICB
144750,Mainstream,MSE ICB
138349,Mainstream,MSE ICB
140938,Mainstream,MSE ICB
138962,Mainstream,MSE ICB
146296,Mainstream,MSE ICB
146708,Mainstream,MSE ICB
138735,Mainstream,MSE ICB
138048,Mainstream,MSE ICB
147215,Mainstream,MSE ICB
151441,Mainstream,MSE ICB
140013,Mainstream,MSE ICB
151442,Mainstream,MSE ICB
140861,SEN,MSE ICB
135960,Mainstream,MSE ICB
144587,Mainstream,MSE ICB
147847,Mainstream,MSE ICB
139380,Mainstream,MSE ICB
139576,Mainstream,MSE ICB
139166,Mainstream,MSE ICB
144448,Mainstream,MSE ICB
137456,Mainstream,MSE ICB
146300,Mainstream,MSE ICB
146867,Mainstream,MSE ICB
146299,Mainstream,MSE ICB
139566,Mainstream,MSE ICB
141877,Mainstream,MSE ICB
147853,Mainstream,MSE ICB
138581,Mainstream,MSE ICB
133114,Mainstream,MSE ICB
138334,Mainstream,MSE ICB
139578,Mainstream,MSE ICB
151319,Mainstream,MSE ICB
140832,Mainstream,MSE ICB
148539,SEN,MSE ICB
144234,SEN,MSE ICB
141070,Mainstream,MSE ICB
148172,Mainstream,MSE ICB
139991,Mainstream,MSE ICB
137214,Mainstream,MSE ICB
139106,Mainstream,MSE ICB
110643,Mainstream,N&W ICB
138758,Mainstream,N&W ICB
149877,Mainstream,N&W ICB
135066,SEN,N&W ICB
145028,Mainstream,N&W ICB
148994,Mainstream,N&W ICB
120777,Mainstream,N&W ICB
145089,Mainstream,N&W ICB
141464,Mainstream,N&W ICB
121128,Mainstream,N&W ICB
121250,SEN,N&W ICB
150490,Mainstream,N&W ICB
121147,Mainstream,N&W ICB
145628,Mainstream,N&W ICB
145737,Mainstream,N&W ICB
141758,Mainstream,N&W ICB
141226,Mainstream,N&W ICB
139736,Mainstream,N&W ICB
121026,Mainstream,N&W ICB
120922,Mainstream,N&W ICB
121135,Mainstream,N&W ICB
143961,Mainstream,N&W ICB
144565,Mainstream,N&W ICB
140534,Mainstream,N&W ICB
151655,Mainstream,N&W ICB
121229,SEN,N&W ICB
148360,SEN,N&W ICB
120928,Mainstream,N&W ICB
134978,SEN,N&W ICB
121164,Mainstream,N&W ICB
120781,Mainstream,N&W ICB
143463,Mainstream,N&W ICB
148346,SEN,N&W ICB
120783,Mainstream,N&W ICB
121199,Mainstream,N&W ICB
143949,Mainstream,N&W ICB
121231,Mainstream,N&W ICB
144317,Mainstream,N&W ICB
144640,Mainstream,N&W ICB
121108,Mainstream,N&W ICB
144021,Mainstream,N&W ICB
120788,Mainstream,N&W ICB
147940,Mainstream,N&W ICB
148821,Mainstream,N&W ICB
120789,Mainstream,N&W ICB
146558,Mainstream,N&W ICB
146063,Mainstream,N&W ICB
121096,Mainstream,N&W ICB
120867,Mainstream,N&W ICB
120909,Mainstream,N&W ICB
143459,Mainstream,N&W ICB
148572,SEN,N&W ICB
120911,Mainstream,N&W ICB
144825,Mainstream,N&W ICB
144427,Mainstream,N&W ICB
120794,Mainstream,N&W ICB
141331,Mainstream,N&W ICB
120796,Mainstream,N&W ICB
120795,Mainstream,N&W ICB
120797,Mainstream,N&W ICB
121110,Mainstream,N&W ICB
142467,Mainstream,N&W ICB
148152,Mainstream,N&W ICB
150583,Mainstream,N&W ICB
134960,Mainstream,N&W ICB
142837,Mainstream,N&W ICB
120904,Mainstream,N&W ICB
121018,Mainstream,N&W ICB
121260,SEN,N&W ICB
142871,Mainstream,N&W ICB
141161,Mainstream,N&W ICB
141227,Mainstream,N&W ICB
145529,SEN,N&W ICB
135904,Mainstream,N&W ICB
141269,Mainstream,N&W ICB
141465,Mainstream,N&W ICB
140364,Mainstream,N&W ICB
140033,Mainstream,N&W ICB
141359,Mainstream,N&W ICB
120798,Mainstream,N&W ICB
141895,Mainstream,N&W ICB
150666,Mainstream,N&W ICB
150665,Mainstream,N&W ICB
121017,Mainstream,N&W ICB
149693,SEN,N&W ICB
149866,SEN,N&W ICB
145299,Mainstream,N&W ICB
138642,Mainstream,N&W ICB
121113,Mainstream,N&W ICB
150734,Mainstream,N&W ICB
137431,Mainstream,N&W ICB
147247,Mainstream,N&W ICB
121069,Mainstream,N&W ICB
149879,Mainstream,N&W ICB
142395,Mainstream,N&W ICB
144316,Mainstream,N&W ICB
120987,Mainstream,N&W ICB
138795,Mainstream,N&W ICB
145975,Mainstream,N&W ICB
145738,Mainstream,N&W ICB
137092,Mainstream,N&W ICB
146692,Mainstream,N&W ICB
140545,Mainstream,N&W ICB
148822,Mainstream,N&W ICB
145196,Mainstream,N&W ICB
121013,Mainstream,N&W ICB
120995,Mainstream,N&W ICB
131287,Mainstream,N&W ICB
145301,Mainstream,N&W ICB
140712,Mainstream,N&W ICB
148859,SEN,N&W ICB
143279,Mainstream,N&W ICB
120767,Mainstream,N&W ICB
150175,Mainstream,N&W ICB
121019,Mainstream,N&W ICB
145749,Mainstream,N&W ICB
147322,Mainstream,N&W ICB
140663,Mainstream,N&W ICB
139099,SEN,N&W ICB
141357,Mainstream,N&W ICB
140990,Mainstream,N&W ICB
121037,Mainstream,N&W ICB
143824,Mainstream,N&W ICB
121035,Mainstream,N&W ICB
144361,Mainstream,N&W ICB
120765,Mainstream,N&W ICB
121036,Mainstream,N&W ICB
121150,Mainstream,N&W ICB
120906,Mainstream,N&W ICB
139572,Mainstream,N&W ICB
146684,Mainstream,N&W ICB
146711,Mainstream,N&W ICB
120913,Mainstream,N&W ICB
150265,SEN,N&W ICB
141496,Mainstream,N&W ICB
142840,Mainstream,N&W ICB
145501,Mainstream,N&W ICB
121081,Mainstream,N&W ICB
141050,Mainstream,N&W ICB
121117,Mainstream,N&W ICB
144428,Mainstream,N&W ICB
145776,Mainstream,N&W ICB
121256,SEN,N&W ICB
120808,Mainstream,N&W ICB
120809,Mainstream,N&W ICB
135859,SEN,N&W ICB
148237,Mainstream,N&W ICB
143460,Mainstream,N&W ICB
144315,Mainstream,N&W ICB
146060,Mainstream,N&W ICB
144532,Mainstream,N&W ICB
144145,Mainstream,N&W ICB
145629,Mainstream,N&W ICB
141778,Mainstream,N&W ICB
121223,Mainstream,N&W ICB
143066,Mainstream,N&W ICB
141780,Mainstream,N&W ICB
148668,Mainstream,N&W ICB
120812,Mainstream,N&W ICB
145209,Mainstream,N&W ICB
121087,Mainstream,N&W ICB
142588,Mainstream,N&W ICB
142883,Mainstream,N&W ICB
138793,Mainstream,N&W ICB
142968,Mainstream,N&W ICB
144839,Mainstream,N&W ICB
121222,Mainstream,N&W ICB
145535,Mainstream,N&W ICB
144314,Mainstream,N&W ICB
121041,Mainstream,N&W ICB
121257,SEN,N&W ICB
150067,Mainstream,N&W ICB
121040,Mainstream,N&W ICB
121264,SEN,N&W ICB
121092,Mainstream,N&W ICB
143462,Mainstream,N&W ICB
142842,Mainstream,N&W ICB
139491,Mainstream,N&W ICB
121059,Mainstream,N&W ICB
144143,Mainstream,N&W ICB
138039,Mainstream,N&W ICB
144574,Mainstream,N&W ICB
120815,Mainstream,N&W ICB
120816,Mainstream,N&W ICB
142634,Mainstream,N&W ICB
140188,Mainstream,N&W ICB
121042,Mainstream,N&W ICB
120918,Mainstream,N&W ICB
120817,Mainstream,N&W ICB
142059,Mainstream,N&W ICB
150249,Mainstream,N&W ICB
145530,Mainstream,N&W ICB
142526,Mainstream,N&W ICB
143280,Mainstream,N&W ICB
120982,Mainstream,N&W ICB
121086,Mainstream,N&W ICB
120818,Mainstream,N&W ICB
139311,Mainstream,N&W ICB
142589,Mainstream,N&W ICB
136536,Mainstream,N&W ICB
120821,Mainstream,N&W ICB
141228,Mainstream,N&W ICB
121097,Mainstream,N&W ICB
146061,Mainstream,N&W ICB
120822,Mainstream,N&W ICB
141991,Mainstream,N&W ICB
150451,Mainstream,N&W ICB
121190,Mainstream,N&W ICB
151432,Mainstream,N&W ICB
139058,Mainstream,N&W ICB
134440,Mainstream,N&W ICB
121134,Mainstream,N&W ICB
140815,Mainstream,N&W ICB
121265,SEN,N&W ICB
120988,Mainstream,N&W ICB
138796,Mainstream,N&W ICB
145304,Mainstream,N&W ICB
148826,Mainstream,N&W ICB
136202,Mainstream,N&W ICB
120766,Mainstream,N&W ICB
145534,Mainstream,N&W ICB
144313,Mainstream,N&W ICB
145159,SEN,N&W ICB
120984,Mainstream,N&W ICB
146880,Mainstream,N&W ICB
134965,Mainstream,N&W ICB
120825,Mainstream,N&W ICB
121225,Mainstream,N&W ICB
121224,Mainstream,N&W ICB
142005,Mainstream,N&W ICB
144144,Mainstream,N&W ICB
144146,Mainstream,N&W ICB
146237,Mainstream,N&W ICB
120827,Mainstream,N&W ICB
149878,Mainstream,N&W ICB
146065,Mainstream,N&W ICB
121203,Mainstream,N&W ICB
121192,Mainstream,N&W ICB
143988,Mainstream,N&W ICB
144018,Mainstream,N&W ICB
120830,Mainstream,N&W ICB
149415,Mainstream,N&W ICB
137541,Mainstream,N&W ICB
145532,Mainstream,N&W ICB
120932,Mainstream,N&W ICB
143990,Mainstream,N&W ICB
142396,Mainstream,N&W ICB
142057,Mainstream,N&W ICB
136356,Mainstream,N&W ICB
144360,Mainstream,N&W ICB
141662,Mainstream,N&W ICB
134958,Mainstream,N&W ICB
149516,Mainstream,N&W ICB
140189,Mainstream,N&W ICB
148996,Mainstream,N&W ICB
146479,Mainstream,N&W ICB
120990,Mainstream,N&W ICB
120835,Mainstream,N&W ICB
121000,Mainstream,N&W ICB
141584,Mainstream,N&W ICB
142466,Mainstream,N&W ICB
121090,Mainstream,N&W ICB
134043,Mainstream,N&W ICB
140363,Mainstream,N&W ICB
146319,Mainstream,N&W ICB
148232,Mainstream,N&W ICB
146550,Mainstream,N&W ICB
120973,Mainstream,N&W ICB
150625,Mainstream,N&W ICB
147505,Mainstream,N&W ICB
145442,Mainstream,N&W ICB
145441,Mainstream,N&W ICB
144020,Mainstream,N&W ICB
141268,Mainstream,N&W ICB
147567,Mainstream,N&W ICB
120836,Mainstream,N&W ICB
130764,Mainstream,N&W ICB
121241,Mainstream,N&W ICB
139929,Mainstream,N&W ICB
145029,Mainstream,N&W ICB
121242,Mainstream,N&W ICB
129511,Mainstream,N&W ICB
133858,Mainstream,N&W ICB
137913,Mainstream,N&W ICB
121239,Mainstream,N&W ICB
138779,SEN,N&W ICB
146144,Mainstream,N&W ICB
143135,Mainstream,N&W ICB
121050,Mainstream,N&W ICB
134455,Mainstream,N&W ICB
120840,Mainstream,N&W ICB
120917,Mainstream,N&W ICB
139535,Mainstream,N&W ICB
140016,Mainstream,N&W ICB
136187,Mainstream,N&W ICB
136186,Mainstream,N&W ICB
150806,SEN,N&W ICB
121123,Mainstream,N&W ICB
148151,Mainstream,N&W ICB
141691,Mainstream,N&W ICB
120841,Mainstream,N&W ICB
121061,Mainstream,N&W ICB
121051,Mainstream,N&W ICB
135148,Mainstream,N&W ICB
149896,Mainstream,N&W ICB
149636,Mainstream,N&W ICB
120843,Mainstream,N&W ICB
146084,Mainstream,N&W ICB
134964,Mainstream,N&W ICB
135250,Mainstream,N&W ICB
150112,SEN,N&W ICB
120905,Mainstream,N&W ICB
151195,Mainstream,N&W ICB
138829,Mainstream,N&W ICB
143053,Mainstream,N&W ICB
144884,Mainstream,N&W ICB
150160,Mainstream,N&W ICB
144972,Mainstream,N&W ICB
120847,Mainstream,N&W ICB
121202,Mainstream,N&W ICB
151635,Mainstream,N&W ICB
120848,Mainstream,N&W ICB
142852,Mainstream,N&W ICB
151217,Mainstream,N&W ICB
121053,Mainstream,N&W ICB
146062,Mainstream,N&W ICB
121054,Mainstream,N&W ICB
121067,Mainstream,N&W ICB
149502,Mainstream,N&W ICB
141918,Mainstream,N&W ICB
144019,Mainstream,N&W ICB
142058,Mainstream,N&W ICB
121246,SEN,N&W ICB
120851,Mainstream,N&W ICB
137621,Mainstream,N&W ICB
121258,SEN,N&W ICB
121254,SEN,N&W ICB
151650,Mainstream,N&W ICB
139896,Mainstream,N&W ICB
143520,Mainstream,N&W ICB
140852,Mainstream,N&W ICB
120903,Mainstream,N&W ICB
121197,Mainstream,N&W ICB
142468,Mainstream,N&W ICB
148119,Mainstream,N&W ICB
120999,Mainstream,N&W ICB
120896,Mainstream,N&W ICB
144425,Mainstream,N&W ICB
142465,Mainstream,N&W ICB
136515,Mainstream,N&W ICB
144359,Mainstream,N&W ICB
120853,Mainstream,N&W ICB
120852,Mainstream,N&W ICB
121149,Mainstream,N&W ICB
121252,SEN,N&W ICB
142730,Mainstream,N&W ICB
140557,Mainstream,N&W ICB
121082,Mainstream,N&W ICB
142732,Mainstream,N&W ICB
145531,Mainstream,N&W ICB
120920,Mainstream,N&W ICB
147415,Mainstream,N&W ICB
140870,Mainstream,N&W ICB
142737,Mainstream,N&W ICB
137311,Mainstream,N&W ICB
150063,Mainstream,N&W ICB
121011,Mainstream,N&W ICB
141360,Mainstream,N&W ICB
121027,Mainstream,N&W ICB
121146,Mainstream,N&W ICB
121093,Mainstream,N&W ICB
141721,Mainstream,N&W ICB
142599,Mainstream,N&W ICB
120859,Mainstream,N&W ICB
145914,Mainstream,N&W ICB
120972,Mainstream,N&W ICB
140819,Mainstream,N&W ICB
141395,Mainstream,N&W ICB
147321,Mainstream,N&W ICB
120910,Mainstream,N&W ICB
141358,Mainstream,N&W ICB
120908,Mainstream,N&W ICB
144973,Mainstream,N&W ICB
150582,Mainstream,N&W ICB
141663,Mainstream,N&W ICB
120856,Mainstream,N&W ICB
121083,Mainstream,N&W ICB
148995,Mainstream,N&W ICB
139487,Mainstream,N&W ICB
121062,Mainstream,N&W ICB
121022,Mainstream,N&W ICB
120883,Mainstream,N&W ICB
120784,Mainstream,N&W ICB
142633,Mainstream,N&W ICB
148618,SEN,N&W ICB
121261,SEN,N&W ICB
130763,Mainstream,N&W ICB
148395,SEN,N&W ICB
136821,Mainstream,N&W ICB
149197,Mainstream,N&W ICB
149909,SEN,N&W ICB
138918,Mainstream,N&W ICB
140914,Mainstream,N&W ICB
135650,Mainstream,N&W ICB
121262,SEN,N&W ICB
139665,SEN,N&W ICB
145960,SEN,N&W ICB
136204,Mainstream,N&W ICB
144769,SEN,N&W ICB
121245,Mainstream,N&W ICB
141192,Mainstream,N&W ICB
144147,Mainstream,N&W ICB
143278,Mainstream,N&W ICB
144974,Mainstream,N&W ICB
121063,Mainstream,N&W ICB
141845,Mainstream,N&W ICB
120884,Mainstream,N&W ICB
144426,Mainstream,N&W ICB
121206,Mainstream,N&W ICB
121237,Mainstream,N&W ICB
120862,Mainstream,N&W ICB
141661,Mainstream,N&W ICB
120863,Mainstream,N&W ICB
138880,SEN,N&W ICB
150354,SEN,N&W ICB
140753,SEN,N&W ICB
133853,Mainstream,N&W ICB
141086,Mainstream,N&W ICB
144017,Mainstream,N&W ICB
151308,Mainstream,N&W ICB
133508,SEN,N&W ICB
133505,SEN,N&W ICB
133506,SEN,N&W ICB
133507,SEN,N&W ICB
142751,Mainstream,N&W ICB
120887,Mainstream,N&W ICB
138797,Mainstream,N&W ICB
120888,Mainstream,N&W ICB
147969,Mainstream,N&W ICB
143956,Mainstream,N&W ICB
137949,Mainstream,N&W ICB
140681,Mainstream,N&W ICB
144975,Mainstream,N&W ICB
141356,Mainstream,N&W ICB
120954,Mainstream,N&W ICB
120958,Mainstream,N&W ICB
141168,Mainstream,N&W ICB
120890,Mainstream,N&W ICB
120899,Mainstream,N&W ICB
138138,SEN,N&W ICB
147092,Mainstream,N&W ICB
120914,Mainstream,N&W ICB
141314,Mainstream,N&W ICB
121205,Mainstream,N&W ICB
145533,Mainstream,N&W ICB
146757,Mainstream,N&W ICB
120912,Mainstream,N&W ICB
139580,Mainstream,N&W ICB
120866,Mainstream,N&W ICB
121066,Mainstream,N&W ICB
121095,Mainstream,N&W ICB
143461,Mainstream,N&W ICB
143522,Mainstream,N&W ICB
136481,Mainstream,N&W ICB
147857,Mainstream,N&W ICB
137461,Mainstream,N&W ICB
149744,Mainstream,N&W ICB
144828,Mainstream,N&W ICB
138274,Mainstream,N&W ICB
142017,Mainstream,N&W ICB
142759,Mainstream,N&W ICB
124751,Mainstream,N&W ICB
144827,Mainstream,N&W ICB
136998,Mainstream,N&W ICB
144443,Mainstream,N&W ICB
124574,Mainstream,N&W ICB
148541,SEN,N&W ICB
124727,Mainstream,N&W ICB
141736,Mainstream,N&W ICB
130819,Mainstream,N&W ICB
137134,Mainstream,N&W ICB
144444,Mainstream,N&W ICB
142580,Mainstream,N&W ICB
140823,Mainstream,N&W ICB
142187,Mainstream,N&W ICB
144442,Mainstream,N&W ICB
140121,SEN,N&W ICB
144445,Mainstream,N&W ICB
138877,Mainstream,N&W ICB
141172,Mainstream,N&W ICB
133239,SEN,N&W ICB
148425,SEN,N&W ICB
142016,Mainstream,N&W ICB
139403,Mainstream,N&W ICB
124676,Mainstream,N&W ICB
146909,Mainstream,N&W ICB
141640,Mainstream,N&W ICB
141983,Mainstream,N&W ICB
145541,Mainstream,N&W ICB
143491,Mainstream,N&W ICB
140573,Mainstream,N&W ICB
141702,Mainstream,N&W ICB
144849,Mainstream,N&W ICB
145559,Mainstream,N&W ICB
124868,Mainstream,N&W ICB
137055,Mainstream,N&W ICB
145694,Mainstream,N&W ICB
144826,Mainstream,N&W ICB
142786,Mainstream,N&W ICB
142770,Mainstream,N&W ICB
141984,Mainstream,N&W ICB
142806,Mainstream,N&W ICB
149151,SEN,N&W ICB
143492,Mainstream,N&W ICB
137459,SEN,N&W ICB
143671,Mainstream,N&W ICB
124885,Mainstream,N&W ICB
146431,SEN,N&W ICB
139804,Mainstream,N&W ICB
145695,Mainstream,N&W ICB
124748,Mainstream,N&W ICB
115203,Mainstream,SNEE ICB
115141,Mainstream,SNEE ICB
114734,Mainstream,SNEE ICB
147603,Mainstream,SNEE ICB
150533,Mainstream,SNEE ICB
114767,Mainstream,SNEE ICB
115138,Mainstream,SNEE ICB
115072,Mainstream,SNEE ICB
114735,Mainstream,SNEE ICB
140396,Mainstream,SNEE ICB
114755,Mainstream,SNEE ICB
131219,Mainstream,SNEE ICB
114756,Mainstream,SNEE ICB
114759,Mainstream,SNEE ICB
139808,Mainstream,SNEE ICB
141950,Mainstream,SNEE ICB
138911,Mainstream,SNEE ICB
150123,Mainstream,SNEE ICB
115301,Mainstream,SNEE ICB
142002,Mainstream,SNEE ICB
135957,Mainstream,SNEE ICB
138084,Mainstream,SNEE ICB
136195,Mainstream,SNEE ICB
137515,Mainstream,SNEE ICB
130674,Mainstream,SNEE ICB
115409,Mainstream,SNEE ICB
149899,Mainstream,SNEE ICB
146795,Mainstream,SNEE ICB
147473,SEN,SNEE ICB
115074,Mainstream,SNEE ICB
115076,Mainstream,SNEE ICB
115426,SEN,SNEE ICB
149972,Mainstream,SNEE ICB
115314,Mainstream,SNEE ICB
115139,Mainstream,SNEE ICB
150124,Mainstream,SNEE ICB
114761,Mainstream,SNEE ICB
149966,Mainstream,SNEE ICB
114742,Mainstream,SNEE ICB
149967,Mainstream,SNEE ICB
140367,Mainstream,SNEE ICB
115079,Mainstream,SNEE ICB
138072,Mainstream,SNEE ICB
114706,Mainstream,SNEE ICB
145061,Mainstream,SNEE ICB
114843,Mainstream,SNEE ICB
114746,Mainstream,SNEE ICB
114745,Mainstream,SNEE ICB
115083,Mainstream,SNEE ICB
114769,Mainstream,SNEE ICB
139462,Mainstream,SNEE ICB
115256,Mainstream,SNEE ICB
147602,Mainstream,SNEE ICB
115410,Mainstream,SNEE ICB
150062,Mainstream,SNEE ICB
147713,Mainstream,SNEE ICB
115064,Mainstream,SNEE ICB
142001,Mainstream,SNEE ICB
114717,Mainstream,SNEE ICB
144897,SEN,SNEE ICB
139806,Mainstream,SNEE ICB
147844,Mainstream,SNEE ICB
151064,Mainstream,SNEE ICB
141512,SEN,SNEE ICB
151529,Mainstream,SNEE ICB
115297,Mainstream,SNEE ICB
115080,Mainstream,SNEE ICB
114707,Mainstream,SNEE ICB
151484,SEN,SNEE ICB
115413,Mainstream,SNEE ICB
137945,Mainstream,SNEE ICB
143589,SEN,SNEE ICB
115311,Mainstream,SNEE ICB
139252,Mainstream,SNEE ICB
114760,Mainstream,SNEE ICB
115261,Mainstream,SNEE ICB
149506,SEN,SNEE ICB
140735,Mainstream,SNEE ICB
145020,Mainstream,SNEE ICB
114751,Mainstream,SNEE ICB
114750,Mainstream,SNEE ICB
114708,Mainstream,SNEE ICB
143590,SEN,SNEE ICB
114709,Mainstream,SNEE ICB
114722,Mainstream,SNEE ICB
114710,Mainstream,SNEE ICB
115424,Mainstream,SNEE ICB
